"","接种时间1","events","cumnum","group","N","rate"
"1356",2022-03-29,0,182924,"2nd dose of vaccine",274363,66.6722553697109
"1357",2022-03-30,2,182926,"2nd dose of vaccine",274363,66.6729843309776
"1358",2022-03-31,0,182926,"2nd dose of vaccine",274363,66.6729843309776
"1359",2022-04-01,0,182926,"2nd dose of vaccine",274363,66.6729843309776
"1360",2022-04-02,0,182926,"2nd dose of vaccine",274363,66.6729843309776
"1361",2022-04-03,0,182926,"2nd dose of vaccine",274363,66.6729843309776
"1362",2022-04-04,0,182926,"2nd dose of vaccine",274363,66.6729843309776
"1363",2022-04-05,0,182926,"2nd dose of vaccine",274363,66.6729843309776
"1364",2022-04-06,0,182926,"2nd dose of vaccine",274363,66.6729843309776
"1365",2022-04-07,0,182926,"2nd dose of vaccine",274363,66.6729843309776
"1366",2022-04-08,0,182926,"2nd dose of vaccine",274363,66.6729843309776
"1367",2022-04-09,0,182926,"2nd dose of vaccine",274363,66.6729843309776
"1368",2022-04-10,0,182926,"2nd dose of vaccine",274363,66.6729843309776
"1369",2022-04-11,0,182926,"2nd dose of vaccine",274363,66.6729843309776
"1370",2022-04-12,0,182926,"2nd dose of vaccine",274363,66.6729843309776
"1371",2022-04-13,1,182927,"2nd dose of vaccine",274363,66.6733488116109
"1372",2022-04-14,0,182927,"2nd dose of vaccine",274363,66.6733488116109
"1373",2022-04-15,0,182927,"2nd dose of vaccine",274363,66.6733488116109
"1374",2022-04-16,1,182928,"2nd dose of vaccine",274363,66.6737132922442
"1375",2022-04-17,0,182928,"2nd dose of vaccine",274363,66.6737132922442
"1376",2022-04-18,1,182929,"2nd dose of vaccine",274363,66.6740777728775
"1377",2022-04-19,0,182929,"2nd dose of vaccine",274363,66.6740777728775
"1378",2022-04-20,0,182929,"2nd dose of vaccine",274363,66.6740777728775
"1379",2022-04-21,0,182929,"2nd dose of vaccine",274363,66.6740777728775
"1380",2022-04-22,0,182929,"2nd dose of vaccine",274363,66.6740777728775
"1381",2022-04-23,0,182929,"2nd dose of vaccine",274363,66.6740777728775
"1382",2022-04-24,0,182929,"2nd dose of vaccine",274363,66.6740777728775
"1383",2022-04-25,0,182929,"2nd dose of vaccine",274363,66.6740777728775
"1384",2022-04-26,0,182929,"2nd dose of vaccine",274363,66.6740777728775
"1385",2022-04-27,0,182929,"2nd dose of vaccine",274363,66.6740777728775
"1386",2022-04-28,0,182929,"2nd dose of vaccine",274363,66.6740777728775
"1387",2022-04-29,0,182929,"2nd dose of vaccine",274363,66.6740777728775
"1388",2022-04-30,0,182929,"2nd dose of vaccine",274363,66.6740777728775
"1389",2022-05-01,1,182930,"2nd dose of vaccine",274363,66.6744422535109
"1390",2022-05-02,0,182930,"2nd dose of vaccine",274363,66.6744422535109
"1391",2022-05-03,0,182930,"2nd dose of vaccine",274363,66.6744422535109
"1392",2022-05-04,1,182931,"2nd dose of vaccine",274363,66.6748067341442
"1393",2022-05-05,4,182935,"2nd dose of vaccine",274363,66.6762646566775
"1394",2022-05-06,0,182935,"2nd dose of vaccine",274363,66.6762646566775
"1395",2022-05-07,4,182939,"2nd dose of vaccine",274363,66.6777225792108
"1396",2022-05-08,3,182942,"2nd dose of vaccine",274363,66.6788160211107
"1397",2022-05-09,1,182943,"2nd dose of vaccine",274363,66.679180501744
"1398",2022-05-10,1,182944,"2nd dose of vaccine",274363,66.6795449823774
"1399",2022-05-11,3,182947,"2nd dose of vaccine",274363,66.6806384242773
"1400",2022-05-12,2,182949,"2nd dose of vaccine",274363,66.681367385544
"1401",2022-05-13,0,182949,"2nd dose of vaccine",274363,66.681367385544
"1402",2022-05-14,0,182949,"2nd dose of vaccine",274363,66.681367385544
"1403",2022-05-15,1,182950,"2nd dose of vaccine",274363,66.6817318661773
"1404",2022-05-16,7,182957,"2nd dose of vaccine",274363,66.6842832306105
"1405",2022-05-17,2,182959,"2nd dose of vaccine",274363,66.6850121918772
"1406",2022-05-18,3,182962,"2nd dose of vaccine",274363,66.6861056337771
"1407",2022-05-19,2,182964,"2nd dose of vaccine",274363,66.6868345950438
"1408",2022-05-20,0,182964,"2nd dose of vaccine",274363,66.6868345950438
"1409",2022-05-21,6,182970,"2nd dose of vaccine",274363,66.6890214788437
"1410",2022-05-22,0,182970,"2nd dose of vaccine",274363,66.6890214788437
"1411",2022-05-23,4,182974,"2nd dose of vaccine",274363,66.690479401377
"1412",2022-05-24,7,182981,"2nd dose of vaccine",274363,66.6930307658103
"1413",2022-05-25,13,182994,"2nd dose of vaccine",274363,66.6977690140434
"1414",2022-05-26,12,183006,"2nd dose of vaccine",274363,66.7021427816433
"1415",2022-05-27,5,183011,"2nd dose of vaccine",274363,66.7039651848099
"1416",2022-05-28,28,183039,"2nd dose of vaccine",274363,66.7141706425429
"1417",2022-05-29,24,183063,"2nd dose of vaccine",274363,66.7229181777426
"1418",2022-05-30,18,183081,"2nd dose of vaccine",274363,66.7294788291424
"1419",2022-05-31,35,183116,"2nd dose of vaccine",274363,66.7422356513087
"1420",2022-06-01,28,183144,"2nd dose of vaccine",274363,66.7524411090417
"1421",2022-06-02,26,183170,"2nd dose of vaccine",274363,66.761917605508
"1422",2022-06-03,12,183182,"2nd dose of vaccine",274363,66.7662913731079
"1423",2022-06-04,17,183199,"2nd dose of vaccine",274363,66.7724875438744
"1424",2022-06-05,11,183210,"2nd dose of vaccine",274363,66.7764968308409
"1425",2022-06-06,18,183228,"2nd dose of vaccine",274363,66.7830574822407
"1426",2022-06-07,26,183254,"2nd dose of vaccine",274363,66.792533978707
"1427",2022-06-08,19,183273,"2nd dose of vaccine",274363,66.7994591107402
"1428",2022-06-09,12,183285,"2nd dose of vaccine",274363,66.80383287834
"1429",2022-06-10,22,183307,"2nd dose of vaccine",274363,66.8118514522731
"1430",2022-06-11,6,183313,"2nd dose of vaccine",274363,66.814038336073
"1431",2022-06-12,12,183325,"2nd dose of vaccine",274363,66.8184121036729
"1432",2022-06-13,8,183333,"2nd dose of vaccine",274363,66.8213279487394
"1433",2022-06-14,14,183347,"2nd dose of vaccine",274363,66.8264306776059
"1434",2022-06-15,32,183379,"2nd dose of vaccine",274363,66.8380940578722
"1435",2022-06-16,34,183413,"2nd dose of vaccine",274363,66.8504863994052
"1436",2022-06-17,33,183446,"2nd dose of vaccine",274363,66.8625142603048
"1437",2022-06-18,13,183459,"2nd dose of vaccine",274363,66.867252508538
"1438",2022-06-19,21,183480,"2nd dose of vaccine",274363,66.8749066018377
"1439",2022-06-20,21,183501,"2nd dose of vaccine",274363,66.8825606951375
"1440",2022-06-21,37,183538,"2nd dose of vaccine",274363,66.8960464785704
"1441",2022-06-22,41,183579,"2nd dose of vaccine",274363,66.9109901845365
"1442",2022-06-23,38,183617,"2nd dose of vaccine",274363,66.9248404486028
"1443",2022-06-24,21,183638,"2nd dose of vaccine",274363,66.9324945419025
"1444",2022-06-25,42,183680,"2nd dose of vaccine",274363,66.947802728502
"1445",2022-06-26,29,183709,"2nd dose of vaccine",274363,66.9583726668683
"1446",2022-06-27,40,183749,"2nd dose of vaccine",274363,66.9729518922012
"1447",2022-06-28,53,183802,"2nd dose of vaccine",274363,66.9922693657673
"1448",2022-06-29,36,183838,"2nd dose of vaccine",274363,67.0053906685668
"1449",2022-06-30,32,183870,"2nd dose of vaccine",274363,67.0170540488331
"1450",2022-07-01,26,183896,"2nd dose of vaccine",274363,67.0265305452995
"1451",2022-07-02,27,183923,"2nd dose of vaccine",274363,67.0363715223992
"1452",2022-07-03,23,183946,"2nd dose of vaccine",274363,67.0447545769655
"1453",2022-07-04,29,183975,"2nd dose of vaccine",274363,67.0553245153319
"1454",2022-07-05,22,183997,"2nd dose of vaccine",274363,67.0633430892649
"1455",2022-07-06,31,184028,"2nd dose of vaccine",274363,67.0746419888979
"1456",2022-07-07,17,184045,"2nd dose of vaccine",274363,67.0808381596644
"1457",2022-07-08,25,184070,"2nd dose of vaccine",274363,67.0899501754974
"1458",2022-07-09,18,184088,"2nd dose of vaccine",274363,67.0965108268972
"1459",2022-07-10,21,184109,"2nd dose of vaccine",274363,67.104164920197
"1460",2022-07-11,25,184134,"2nd dose of vaccine",274363,67.11327693603
"1461",2022-07-12,25,184159,"2nd dose of vaccine",274363,67.122388951863
"1462",2022-07-13,32,184191,"2nd dose of vaccine",274363,67.1340523321293
"1463",2022-07-14,22,184213,"2nd dose of vaccine",274363,67.1420709060624
"1464",2022-07-15,14,184227,"2nd dose of vaccine",274363,67.1471736349289
"1465",2022-07-16,24,184251,"2nd dose of vaccine",274363,67.1559211701286
"1466",2022-07-17,10,184261,"2nd dose of vaccine",274363,67.1595659764618
"1467",2022-07-18,20,184281,"2nd dose of vaccine",274363,67.1668555891283
"1468",2022-07-19,20,184301,"2nd dose of vaccine",274363,67.1741452017947
"1469",2022-07-20,20,184321,"2nd dose of vaccine",274363,67.1814348144611
"1470",2022-07-21,26,184347,"2nd dose of vaccine",274363,67.1909113109275
"1471",2022-07-22,28,184375,"2nd dose of vaccine",274363,67.2011167686605
"1472",2022-07-23,23,184398,"2nd dose of vaccine",274363,67.2094998232269
"1473",2022-07-24,10,184408,"2nd dose of vaccine",274363,67.2131446295601
"1474",2022-07-25,23,184431,"2nd dose of vaccine",274363,67.2215276841265
"1475",2022-07-26,21,184452,"2nd dose of vaccine",274363,67.2291817774263
"1476",2022-07-27,26,184478,"2nd dose of vaccine",274363,67.2386582738926
"1477",2022-07-28,16,184494,"2nd dose of vaccine",274363,67.2444899640258
"1478",2022-07-29,17,184511,"2nd dose of vaccine",274363,67.2506861347922
"1479",2022-07-30,19,184530,"2nd dose of vaccine",274363,67.2576112668253
"1480",2022-07-31,18,184548,"2nd dose of vaccine",274363,67.2641719182251
"1481",2022-08-01,6,184554,"2nd dose of vaccine",274363,67.2663588020251
"1482",2022-08-02,9,184563,"2nd dose of vaccine",274363,67.2696391277249
"1483",2022-08-03,12,184575,"2nd dose of vaccine",274363,67.2740128953248
"1484",2022-08-04,8,184583,"2nd dose of vaccine",274363,67.2769287403914
"1485",2022-08-05,13,184596,"2nd dose of vaccine",274363,67.2816669886246
"1486",2022-08-06,17,184613,"2nd dose of vaccine",274363,67.287863159391
"1487",2022-08-07,6,184619,"2nd dose of vaccine",274363,67.2900500431909
"1488",2022-08-08,13,184632,"2nd dose of vaccine",274363,67.2947882914241
"1489",2022-08-09,6,184638,"2nd dose of vaccine",274363,67.2969751752241
"1490",2022-08-10,8,184646,"2nd dose of vaccine",274363,67.2998910202906
"1491",2022-08-11,4,184650,"2nd dose of vaccine",274363,67.3013489428239
"1492",2022-08-12,9,184659,"2nd dose of vaccine",274363,67.3046292685238
"1493",2022-08-13,7,184666,"2nd dose of vaccine",274363,67.3071806329571
"1494",2022-08-14,8,184674,"2nd dose of vaccine",274363,67.3100964780236
"1495",2022-08-15,8,184682,"2nd dose of vaccine",274363,67.3130123230902
"1496",2022-08-16,1,184683,"2nd dose of vaccine",274363,67.3133768037235
"1497",2022-08-17,9,184692,"2nd dose of vaccine",274363,67.3166571294234
"1498",2022-08-18,15,184707,"2nd dose of vaccine",274363,67.3221243389232
"1499",2022-08-19,12,184719,"2nd dose of vaccine",274363,67.3264981065231
"1500",2022-08-20,6,184725,"2nd dose of vaccine",274363,67.328684990323
"1501",2022-08-21,15,184740,"2nd dose of vaccine",274363,67.3341521998229
"1502",2022-08-22,16,184756,"2nd dose of vaccine",274363,67.339983889956
"1503",2022-08-23,17,184773,"2nd dose of vaccine",274363,67.3461800607225
"1504",2022-08-24,11,184784,"2nd dose of vaccine",274363,67.350189347689
"1505",2022-08-25,19,184803,"2nd dose of vaccine",274363,67.3571144797221
"1506",2022-08-26,24,184827,"2nd dose of vaccine",274363,67.3658620149218
"1507",2022-08-27,14,184841,"2nd dose of vaccine",274363,67.3709647437883
"1508",2022-08-28,6,184847,"2nd dose of vaccine",274363,67.3731516275883
"1509",2022-08-29,7,184854,"2nd dose of vaccine",274363,67.3757029920215
"1510",2022-08-30,8,184862,"2nd dose of vaccine",274363,67.3786188370881
"1511",2022-08-31,8,184870,"2nd dose of vaccine",274363,67.3815346821547
"1512",2022-09-01,6,184876,"2nd dose of vaccine",274363,67.3837215659546
"1513",2022-09-02,10,184886,"2nd dose of vaccine",274363,67.3873663722878
"1514",2022-09-03,8,184894,"2nd dose of vaccine",274363,67.3902822173544
"1515",2022-09-04,7,184901,"2nd dose of vaccine",274363,67.3928335817876
"1516",2022-09-05,3,184904,"2nd dose of vaccine",274363,67.3939270236876
"1517",2022-09-06,7,184911,"2nd dose of vaccine",274363,67.3964783881209
"1518",2022-09-07,6,184917,"2nd dose of vaccine",274363,67.3986652719208
"1519",2022-09-08,7,184924,"2nd dose of vaccine",274363,67.401216636354
"1520",2022-09-09,7,184931,"2nd dose of vaccine",274363,67.4037680007873
"1521",2022-09-10,0,184931,"2nd dose of vaccine",274363,67.4037680007873
"1522",2022-09-11,3,184934,"2nd dose of vaccine",274363,67.4048614426872
"1523",2022-09-12,2,184936,"2nd dose of vaccine",274363,67.4055904039539
"1524",2022-09-13,6,184942,"2nd dose of vaccine",274363,67.4077772877538
"1525",2022-09-14,5,184947,"2nd dose of vaccine",274363,67.4095996909204
"1526",2022-09-15,4,184951,"2nd dose of vaccine",274363,67.4110576134537
"1527",2022-09-16,3,184954,"2nd dose of vaccine",274363,67.4121510553537
"1528",2022-09-17,5,184959,"2nd dose of vaccine",274363,67.4139734585203
"1529",2022-09-18,1,184960,"2nd dose of vaccine",274363,67.4143379391536
"1530",2022-09-19,1,184961,"2nd dose of vaccine",274363,67.4147024197869
"1531",2022-09-20,4,184965,"2nd dose of vaccine",274363,67.4161603423202
"1532",2022-09-21,7,184972,"2nd dose of vaccine",274363,67.4187117067535
"1533",2022-09-22,7,184979,"2nd dose of vaccine",274363,67.4212630711867
"1534",2022-09-23,7,184986,"2nd dose of vaccine",274363,67.42381443562
"1535",2022-09-24,9,184995,"2nd dose of vaccine",274363,67.4270947613199
"1536",2022-09-25,0,184995,"2nd dose of vaccine",274363,67.4270947613199
"1537",2022-09-26,1,184996,"2nd dose of vaccine",274363,67.4274592419532
"1538",2022-09-27,0,184996,"2nd dose of vaccine",274363,67.4274592419532
"1539",2022-09-28,4,185000,"2nd dose of vaccine",274363,67.4289171644865
"1540",2022-09-29,2,185002,"2nd dose of vaccine",274363,67.4296461257531
"1541",2022-09-30,3,185005,"2nd dose of vaccine",274363,67.4307395676531
"1542",2022-10-01,0,185005,"2nd dose of vaccine",274363,67.4307395676531
"1543",2022-10-02,0,185005,"2nd dose of vaccine",274363,67.4307395676531
"1544",2022-10-03,0,185005,"2nd dose of vaccine",274363,67.4307395676531
"1545",2022-10-04,1,185006,"2nd dose of vaccine",274363,67.4311040482864
"1546",2022-10-05,1,185007,"2nd dose of vaccine",274363,67.4314685289197
"1547",2022-10-06,3,185010,"2nd dose of vaccine",274363,67.4325619708197
"1548",2022-10-07,2,185012,"2nd dose of vaccine",274363,67.4332909320863
"1549",2022-10-08,4,185016,"2nd dose of vaccine",274363,67.4347488546196
"1550",2022-10-09,3,185019,"2nd dose of vaccine",274363,67.4358422965196
"1551",2022-10-10,4,185023,"2nd dose of vaccine",274363,67.4373002190529
"1552",2022-10-11,8,185031,"2nd dose of vaccine",274363,67.4402160641194
"1553",2022-10-12,4,185035,"2nd dose of vaccine",274363,67.4416739866527
"1554",2022-10-13,4,185039,"2nd dose of vaccine",274363,67.443131909186
"1555",2022-10-14,3,185042,"2nd dose of vaccine",274363,67.444225351086
"1556",2022-10-15,6,185048,"2nd dose of vaccine",274363,67.4464122348859
"1557",2022-10-16,0,185048,"2nd dose of vaccine",274363,67.4464122348859
"1558",2022-10-17,3,185051,"2nd dose of vaccine",274363,67.4475056767859
"1559",2022-10-18,0,185051,"2nd dose of vaccine",274363,67.4475056767859
"1560",2022-10-19,2,185053,"2nd dose of vaccine",274363,67.4482346380525
"1561",2022-10-20,10,185063,"2nd dose of vaccine",274363,67.4518794443857
"1562",2022-10-21,4,185067,"2nd dose of vaccine",274363,67.453337366919
"1563",2022-10-22,4,185071,"2nd dose of vaccine",274363,67.4547952894523
"1564",2022-10-23,3,185074,"2nd dose of vaccine",274363,67.4558887313523
"1565",2022-10-24,1,185075,"2nd dose of vaccine",274363,67.4562532119856
"1566",2022-10-25,5,185080,"2nd dose of vaccine",274363,67.4580756151522
"1567",2022-10-26,4,185084,"2nd dose of vaccine",274363,67.4595335376855
"1568",2022-10-27,2,185086,"2nd dose of vaccine",274363,67.4602624989521
"1569",2022-10-28,3,185089,"2nd dose of vaccine",274363,67.4613559408521
"1570",2022-10-29,4,185093,"2nd dose of vaccine",274363,67.4628138633854
"1571",2022-10-30,3,185096,"2nd dose of vaccine",274363,67.4639073052853
"1572",2022-10-31,1,185097,"2nd dose of vaccine",274363,67.4642717859187
"1573",2022-11-01,2,185099,"2nd dose of vaccine",274363,67.4650007471853
"1574",2022-11-02,1,185100,"2nd dose of vaccine",274363,67.4653652278186
"1575",2022-11-03,6,185106,"2nd dose of vaccine",274363,67.4675521116185
"1576",2022-11-04,3,185109,"2nd dose of vaccine",274363,67.4686455535185
"1577",2022-11-05,2,185111,"2nd dose of vaccine",274363,67.4693745147852
"1578",2022-11-06,0,185111,"2nd dose of vaccine",274363,67.4693745147852
"1579",2022-11-07,9,185120,"2nd dose of vaccine",274363,67.472654840485
"1580",2022-11-08,3,185123,"2nd dose of vaccine",274363,67.473748282385
"1581",2022-11-09,3,185126,"2nd dose of vaccine",274363,67.474841724285
"1582",2022-11-10,3,185129,"2nd dose of vaccine",274363,67.4759351661849
"1583",2022-11-11,2,185131,"2nd dose of vaccine",274363,67.4766641274516
"1584",2022-11-12,5,185136,"2nd dose of vaccine",274363,67.4784865306182
"1585",2022-11-13,2,185138,"2nd dose of vaccine",274363,67.4792154918848
"1586",2022-11-14,0,185138,"2nd dose of vaccine",274363,67.4792154918848
"1587",2022-11-15,3,185141,"2nd dose of vaccine",274363,67.4803089337848
"1588",2022-11-16,5,185146,"2nd dose of vaccine",274363,67.4821313369514
"1589",2022-11-17,6,185152,"2nd dose of vaccine",274363,67.4843182207513
"1590",2022-11-18,6,185158,"2nd dose of vaccine",274363,67.4865051045513
"1591",2022-11-19,9,185167,"2nd dose of vaccine",274363,67.4897854302512
"1592",2022-11-20,1,185168,"2nd dose of vaccine",274363,67.4901499108845
"1593",2022-11-21,8,185176,"2nd dose of vaccine",274363,67.4930657559511
"1594",2022-11-22,7,185183,"2nd dose of vaccine",274363,67.4956171203843
"1595",2022-11-23,3,185186,"2nd dose of vaccine",274363,67.4967105622843
"1596",2022-11-24,6,185192,"2nd dose of vaccine",274363,67.4988974460842
"1597",2022-11-25,12,185204,"2nd dose of vaccine",274363,67.5032712136841
"1598",2022-11-26,9,185213,"2nd dose of vaccine",274363,67.5065515393839
"1599",2022-11-27,3,185216,"2nd dose of vaccine",274363,67.5076449812839
"1600",2022-11-28,10,185226,"2nd dose of vaccine",274363,67.5112897876171
"1601",2022-11-29,3,185229,"2nd dose of vaccine",274363,67.5123832295171
"1602",2022-11-30,3,185232,"2nd dose of vaccine",274363,67.5134766714171
"1603",2022-12-01,7,185239,"2nd dose of vaccine",274363,67.5160280358503
"1604",2022-12-02,6,185245,"2nd dose of vaccine",274363,67.5182149196502
"1605",2022-12-03,3,185248,"2nd dose of vaccine",274363,67.5193083615502
"1606",2022-12-04,5,185253,"2nd dose of vaccine",274363,67.5211307647168
"1607",2022-12-05,5,185258,"2nd dose of vaccine",274363,67.5229531678834
"1608",2022-12-06,4,185262,"2nd dose of vaccine",274363,67.5244110904167
"1609",2022-12-07,8,185270,"2nd dose of vaccine",274363,67.5273269354833
"1610",2022-12-08,18,185288,"2nd dose of vaccine",274363,67.5338875868831
"1611",2022-12-09,15,185303,"2nd dose of vaccine",274363,67.5393547963829
"1612",2022-12-10,20,185323,"2nd dose of vaccine",274363,67.5466444090493
"1613",2022-12-11,11,185334,"2nd dose of vaccine",274363,67.5506536960159
"1614",2022-12-12,24,185358,"2nd dose of vaccine",274363,67.5594012312156
"1615",2022-12-13,31,185389,"2nd dose of vaccine",274363,67.5707001308486
"1616",2022-12-14,18,185407,"2nd dose of vaccine",274363,67.5772607822483
"1617",2022-12-15,17,185424,"2nd dose of vaccine",274363,67.5834569530148
"1618",2022-12-16,16,185440,"2nd dose of vaccine",274363,67.589288643148
"1619",2022-12-17,19,185459,"2nd dose of vaccine",274363,67.5962137751811
"1620",2022-12-18,17,185476,"2nd dose of vaccine",274363,67.6024099459475
"1621",2022-12-19,0,185476,"2nd dose of vaccine",274363,67.6024099459475
"1622",2022-12-20,15,185491,"2nd dose of vaccine",274363,67.6078771554474
"1623",2022-12-21,18,185509,"2nd dose of vaccine",274363,67.6144378068471
"1624",2022-12-22,10,185519,"2nd dose of vaccine",274363,67.6180826131803
"1625",2022-12-23,2,185521,"2nd dose of vaccine",274363,67.618811574447
"1626",2022-12-24,3,185524,"2nd dose of vaccine",274363,67.619905016347
"1627",2022-12-25,3,185527,"2nd dose of vaccine",274363,67.6209984582469
"1628",2022-12-26,3,185530,"2nd dose of vaccine",274363,67.6220919001469
"1629",2022-12-27,7,185537,"2nd dose of vaccine",274363,67.6246432645801
"1630",2022-12-28,4,185541,"2nd dose of vaccine",274363,67.6261011871134
"1631",2022-12-29,10,185551,"2nd dose of vaccine",274363,67.6297459934466
"1632",2022-12-30,4,185555,"2nd dose of vaccine",274363,67.6312039159799
"1633",2022-12-31,5,185560,"2nd dose of vaccine",274363,67.6330263191465
"1634",2023-01-01,2,185562,"2nd dose of vaccine",274363,67.6337552804132
"1635",2023-01-02,5,185567,"2nd dose of vaccine",274363,67.6355776835798
"1636",2023-01-03,7,185574,"2nd dose of vaccine",274363,67.638129048013
"1637",2021-04-08,1,1,"3rd dose of vaccine",274363,0.000364480633321548
"1638",2021-04-09,0,1,"3rd dose of vaccine",274363,0.000364480633321548
"1639",2021-04-10,0,1,"3rd dose of vaccine",274363,0.000364480633321548
"1640",2021-04-11,0,1,"3rd dose of vaccine",274363,0.000364480633321548
"1641",2021-04-12,0,1,"3rd dose of vaccine",274363,0.000364480633321548
"1642",2021-04-13,0,1,"3rd dose of vaccine",274363,0.000364480633321548
"1643",2021-04-14,0,1,"3rd dose of vaccine",274363,0.000364480633321548
"1644",2021-04-15,0,1,"3rd dose of vaccine",274363,0.000364480633321548
"1645",2021-04-16,0,1,"3rd dose of vaccine",274363,0.000364480633321548
"1646",2021-04-17,0,1,"3rd dose of vaccine",274363,0.000364480633321548
"1647",2021-04-18,0,1,"3rd dose of vaccine",274363,0.000364480633321548
"1648",2021-04-19,0,1,"3rd dose of vaccine",274363,0.000364480633321548
"1649",2021-04-20,0,1,"3rd dose of vaccine",274363,0.000364480633321548
"1650",2021-04-21,0,1,"3rd dose of vaccine",274363,0.000364480633321548
"1651",2021-04-22,0,1,"3rd dose of vaccine",274363,0.000364480633321548
"1652",2021-04-23,1,2,"3rd dose of vaccine",274363,0.000728961266643097
"1653",2021-04-24,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1654",2021-04-25,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1655",2021-04-26,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1656",2021-04-27,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1657",2021-04-28,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1658",2021-04-29,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1659",2021-04-30,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1660",2021-05-01,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1661",2021-05-02,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1662",2021-05-03,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1663",2021-05-04,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1664",2021-05-05,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1665",2021-05-06,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1666",2021-05-07,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1667",2021-05-08,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1668",2021-05-09,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1669",2021-05-10,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1670",2021-05-11,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1671",2021-05-12,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1672",2021-05-13,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1673",2021-05-14,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1674",2021-05-15,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1675",2021-05-16,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1676",2021-05-17,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1677",2021-05-18,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1678",2021-05-19,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1679",2021-05-20,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1680",2021-05-21,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1681",2021-05-22,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1682",2021-05-23,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1683",2021-05-24,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1684",2021-05-25,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1685",2021-05-26,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1686",2021-05-27,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1687",2021-05-28,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1688",2021-05-29,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1689",2021-05-30,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1690",2021-05-31,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1691",2021-06-01,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1692",2021-06-02,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1693",2021-06-03,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1694",2021-06-04,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1695",2021-06-05,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1696",2021-06-06,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1697",2021-06-07,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1698",2021-06-08,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1699",2021-06-09,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1700",2021-06-10,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1701",2021-06-11,0,2,"3rd dose of vaccine",274363,0.000728961266643097
"1702",2021-06-12,1,3,"3rd dose of vaccine",274363,0.00109344189996465
"1703",2021-06-13,0,3,"3rd dose of vaccine",274363,0.00109344189996465
"1704",2021-06-14,0,3,"3rd dose of vaccine",274363,0.00109344189996465
"1705",2021-06-15,0,3,"3rd dose of vaccine",274363,0.00109344189996465
"1706",2021-06-16,0,3,"3rd dose of vaccine",274363,0.00109344189996465
"1707",2021-06-17,0,3,"3rd dose of vaccine",274363,0.00109344189996465
"1708",2021-06-18,0,3,"3rd dose of vaccine",274363,0.00109344189996465
"1709",2021-06-19,0,3,"3rd dose of vaccine",274363,0.00109344189996465
"1710",2021-06-20,1,4,"3rd dose of vaccine",274363,0.00145792253328619
"1711",2021-06-21,0,4,"3rd dose of vaccine",274363,0.00145792253328619
"1712",2021-06-22,0,4,"3rd dose of vaccine",274363,0.00145792253328619
"1713",2021-06-23,1,5,"3rd dose of vaccine",274363,0.00182240316660774
"1714",2021-06-24,0,5,"3rd dose of vaccine",274363,0.00182240316660774
