"","接种时间1","events","cumnum","group","N","rate"
"78",2020-12-14,22,173,"1st dose of vaccine",274363,0.0630551495646279
"79",2020-12-15,1,174,"1st dose of vaccine",274363,0.0634196301979494
"80",2020-12-16,16,190,"1st dose of vaccine",274363,0.0692513203310942
"81",2020-12-17,12,202,"1st dose of vaccine",274363,0.0736250879309528
"82",2020-12-18,10,212,"1st dose of vaccine",274363,0.0772698942641683
"83",2020-12-19,7,219,"1st dose of vaccine",274363,0.0798212586974191
"84",2020-12-20,6,225,"1st dose of vaccine",274363,0.0820081424973484
"85",2020-12-21,12,237,"1st dose of vaccine",274363,0.086381910097207
"86",2020-12-22,35,272,"1st dose of vaccine",274363,0.0991387322634612
"87",2020-12-23,68,340,"1st dose of vaccine",274363,0.123923415329326
"88",2020-12-24,86,426,"1st dose of vaccine",274363,0.15526874979498
"89",2020-12-25,75,501,"1st dose of vaccine",274363,0.182604797294096
"90",2020-12-26,102,603,"1st dose of vaccine",274363,0.219781821892894
"91",2020-12-27,221,824,"1st dose of vaccine",274363,0.300332041856956
"92",2020-12-28,73,897,"1st dose of vaccine",274363,0.326939128089429
"93",2020-12-29,124,1021,"1st dose of vaccine",274363,0.372134726621301
"94",2020-12-30,310,1331,"1st dose of vaccine",274363,0.485123722950981
"95",2020-12-31,153,1484,"1st dose of vaccine",274363,0.540889259849178
"96",2021-01-01,12,1496,"1st dose of vaccine",274363,0.545263027449037
"97",2021-01-02,12,1508,"1st dose of vaccine",274363,0.549636795048895
"98",2021-01-03,23,1531,"1st dose of vaccine",274363,0.558019849615291
"99",2021-01-04,161,1692,"1st dose of vaccine",274363,0.61670123158006
"100",2021-01-05,147,1839,"1st dose of vaccine",274363,0.670279884678328
"101",2021-01-06,180,2019,"1st dose of vaccine",274363,0.735886398676206
"102",2021-01-07,99,2118,"1st dose of vaccine",274363,0.77196998137504
"103",2021-01-08,278,2396,"1st dose of vaccine",274363,0.87329559743843
"104",2021-01-09,600,2996,"1st dose of vaccine",274363,1.09198397743136
"105",2021-01-10,735,3731,"1st dose of vaccine",274363,1.3598772429227
"106",2021-01-11,263,3994,"1st dose of vaccine",274363,1.45573564948626
"107",2021-01-12,286,4280,"1st dose of vaccine",274363,1.55997711061623
"108",2021-01-13,282,4562,"1st dose of vaccine",274363,1.6627606492129
"109",2021-01-14,461,5023,"1st dose of vaccine",274363,1.83078622117414
"110",2021-01-15,515,5538,"1st dose of vaccine",274363,2.01849374733474
"111",2021-01-16,71,5609,"1st dose of vaccine",274363,2.04437187230057
"112",2021-01-17,31,5640,"1st dose of vaccine",274363,2.05567077193353
"113",2021-01-18,36,5676,"1st dose of vaccine",274363,2.06879207473311
"114",2021-01-19,60,5736,"1st dose of vaccine",274363,2.0906609127324
"115",2021-01-20,89,5825,"1st dose of vaccine",274363,2.12309968909802
"116",2021-01-21,31,5856,"1st dose of vaccine",274363,2.13439858873099
"117",2021-01-22,141,5997,"1st dose of vaccine",274363,2.18579035802933
"118",2021-01-23,35,6032,"1st dose of vaccine",274363,2.19854718019558
"119",2021-01-24,5,6037,"1st dose of vaccine",274363,2.20036958336219
"120",2021-01-25,10,6047,"1st dose of vaccine",274363,2.2040143896954
"121",2021-01-26,7,6054,"1st dose of vaccine",274363,2.20656575412865
"122",2021-01-27,8,6062,"1st dose of vaccine",274363,2.20948159919523
"123",2021-01-28,13,6075,"1st dose of vaccine",274363,2.21421984742841
"124",2021-01-29,6,6081,"1st dose of vaccine",274363,2.21640673122834
"125",2021-01-30,4,6085,"1st dose of vaccine",274363,2.21786465376162
"126",2021-01-31,2,6087,"1st dose of vaccine",274363,2.21859361502827
"127",2021-02-01,2,6089,"1st dose of vaccine",274363,2.21932257629491
"128",2021-02-02,5,6094,"1st dose of vaccine",274363,2.22114497946152
"129",2021-02-03,5,6099,"1st dose of vaccine",274363,2.22296738262812
"130",2021-02-04,5,6104,"1st dose of vaccine",274363,2.22478978579473
"131",2021-02-05,3,6107,"1st dose of vaccine",274363,2.2258832276947
"132",2021-02-06,6,6113,"1st dose of vaccine",274363,2.22807011149463
"133",2021-02-07,12,6125,"1st dose of vaccine",274363,2.23244387909448
"134",2021-02-08,8,6133,"1st dose of vaccine",274363,2.23535972416106
"135",2021-02-09,8,6141,"1st dose of vaccine",274363,2.23827556922763
"136",2021-02-10,5,6146,"1st dose of vaccine",274363,2.24009797239424
"137",2021-02-11,1,6147,"1st dose of vaccine",274363,2.24046245302756
"138",2021-02-12,0,6147,"1st dose of vaccine",274363,2.24046245302756
"139",2021-02-13,0,6147,"1st dose of vaccine",274363,2.24046245302756
"140",2021-02-14,1,6148,"1st dose of vaccine",274363,2.24082693366088
"141",2021-02-15,0,6148,"1st dose of vaccine",274363,2.24082693366088
"142",2021-02-16,1,6149,"1st dose of vaccine",274363,2.2411914142942
"143",2021-02-17,2,6151,"1st dose of vaccine",274363,2.24192037556084
"144",2021-02-18,2,6153,"1st dose of vaccine",274363,2.24264933682749
"145",2021-02-19,7,6160,"1st dose of vaccine",274363,2.24520070126074
"146",2021-02-20,2,6162,"1st dose of vaccine",274363,2.24592966252738
"147",2021-02-21,3,6165,"1st dose of vaccine",274363,2.24702310442735
"148",2021-02-22,4,6169,"1st dose of vaccine",274363,2.24848102696063
"149",2021-02-23,5,6174,"1st dose of vaccine",274363,2.25030343012724
"150",2021-02-24,63,6237,"1st dose of vaccine",274363,2.2732657100265
"151",2021-02-25,69,6306,"1st dose of vaccine",274363,2.29841487372568
"152",2021-02-26,54,6360,"1st dose of vaccine",274363,2.31809682792505
"153",2021-02-27,26,6386,"1st dose of vaccine",274363,2.32757332439141
"154",2021-02-28,4,6390,"1st dose of vaccine",274363,2.32903124692469
"155",2021-03-01,4,6394,"1st dose of vaccine",274363,2.33048916945798
"156",2021-03-02,5,6399,"1st dose of vaccine",274363,2.33231157262459
"157",2021-03-03,6,6405,"1st dose of vaccine",274363,2.33449845642452
"158",2021-03-04,5,6410,"1st dose of vaccine",274363,2.33632085959113
"159",2021-03-05,26,6436,"1st dose of vaccine",274363,2.34579735605749
"160",2021-03-06,2,6438,"1st dose of vaccine",274363,2.34652631732413
"161",2021-03-07,7,6445,"1st dose of vaccine",274363,2.34907768175738
"162",2021-03-08,81,6526,"1st dose of vaccine",274363,2.37860061305643
"163",2021-03-09,72,6598,"1st dose of vaccine",274363,2.40484321865558
"164",2021-03-10,120,6718,"1st dose of vaccine",274363,2.44858089465416
"165",2021-03-11,173,6891,"1st dose of vaccine",274363,2.51163604421879
"166",2021-03-12,183,7074,"1st dose of vaccine",274363,2.57833600011663
"167",2021-03-13,137,7211,"1st dose of vaccine",274363,2.62826984688169
"168",2021-03-14,93,7304,"1st dose of vaccine",274363,2.66216654578059
"169",2021-03-15,224,7528,"1st dose of vaccine",274363,2.74381020764462
"170",2021-03-16,267,7795,"1st dose of vaccine",274363,2.84112653674147
"171",2021-03-17,444,8239,"1st dose of vaccine",274363,3.00295593793624
"172",2021-03-18,552,8791,"1st dose of vaccine",274363,3.20414924752973
"173",2021-03-19,734,9525,"1st dose of vaccine",274363,3.47167803238775
"174",2021-03-20,540,10065,"1st dose of vaccine",274363,3.66849757438139
"175",2021-03-21,639,10704,"1st dose of vaccine",274363,3.90140069907385
"176",2021-03-22,559,11263,"1st dose of vaccine",274363,4.1051453731006
"177",2021-03-23,599,11862,"1st dose of vaccine",274363,4.32346927246021
"178",2021-03-24,776,12638,"1st dose of vaccine",274363,4.60630624391773
"179",2021-03-25,1404,14042,"1st dose of vaccine",274363,5.11803705310118
"180",2021-03-26,2013,16055,"1st dose of vaccine",274363,5.85173656797746
"181",2021-03-27,2092,18147,"1st dose of vaccine",274363,6.61423005288614
"182",2021-03-28,2301,20448,"1st dose of vaccine",274363,7.45289999015902
"183",2021-03-29,1935,22383,"1st dose of vaccine",274363,8.15817001563622
"184",2021-03-30,2144,24527,"1st dose of vaccine",274363,8.93961649347762
"185",2021-03-31,2554,27081,"1st dose of vaccine",274363,9.87050003098085
"186",2021-04-01,2790,29871,"1st dose of vaccine",274363,10.887400997948
"187",2021-04-02,2291,32162,"1st dose of vaccine",274363,11.7224261288876
"188",2021-04-03,715,32877,"1st dose of vaccine",274363,11.9830297817125
"189",2021-04-04,625,33502,"1st dose of vaccine",274363,12.2108301775385
"190",2021-04-05,1564,35066,"1st dose of vaccine",274363,12.7808778880534
"191",2021-04-06,2475,37541,"1st dose of vaccine",274363,13.6829674555243
"192",2021-04-07,2944,40485,"1st dose of vaccine",274363,14.7559984400229
"193",2021-04-08,2954,43439,"1st dose of vaccine",274363,15.8326742308547
"194",2021-04-09,3089,46528,"1st dose of vaccine",274363,16.958554907185
"195",2021-04-10,2672,49200,"1st dose of vaccine",274363,17.9324471594202
"196",2021-04-11,2235,51435,"1st dose of vaccine",274363,18.7470613748938
"197",2021-04-12,2347,53782,"1st dose of vaccine",274363,19.6024974212995
"198",2021-04-13,2865,56647,"1st dose of vaccine",274363,20.6467344357658
"199",2021-04-14,2787,59434,"1st dose of vaccine",274363,21.6625419608329
"200",2021-04-15,2805,62239,"1st dose of vaccine",274363,22.6849101372999
"201",2021-04-16,2736,64975,"1st dose of vaccine",274363,23.6821291500676
"202",2021-04-17,2281,67256,"1st dose of vaccine",274363,24.5135094746741
"203",2021-04-18,2144,69400,"1st dose of vaccine",274363,25.2949559525155
"204",2021-04-19,2246,71646,"1st dose of vaccine",274363,26.1135794549557
"205",2021-04-20,2402,74048,"1st dose of vaccine",274363,26.989061936194
"206",2021-04-21,2034,76082,"1st dose of vaccine",274363,27.7304155443701
"207",2021-04-22,2572,78654,"1st dose of vaccine",274363,28.6678597332731
"208",2021-04-23,2027,80681,"1st dose of vaccine",274363,29.4066619770159
"209",2021-04-24,2044,82725,"1st dose of vaccine",274363,30.1516603915251
"210",2021-04-25,2105,84830,"1st dose of vaccine",274363,30.918892124667
"211",2021-04-26,2369,87199,"1st dose of vaccine",274363,31.7823467450057
"212",2021-04-27,2033,89232,"1st dose of vaccine",274363,32.5233358725484
"213",2021-04-28,1843,91075,"1st dose of vaccine",274363,33.19507367976
"214",2021-04-29,1587,92662,"1st dose of vaccine",274363,33.7735044448413
"215",2021-04-30,1535,94197,"1st dose of vaccine",274363,34.3329822169899
"216",2021-05-01,476,94673,"1st dose of vaccine",274363,34.506474998451
"217",2021-05-02,507,95180,"1st dose of vaccine",274363,34.691266679545
"218",2021-05-03,408,95588,"1st dose of vaccine",274363,34.8399747779402
"219",2021-05-04,370,95958,"1st dose of vaccine",274363,34.9748326122691
"220",2021-05-05,471,96429,"1st dose of vaccine",274363,35.1465029905636
"221",2021-05-06,552,96981,"1st dose of vaccine",274363,35.3476963001571
"222",2021-05-07,720,97701,"1st dose of vaccine",274363,35.6101223561486
"223",2021-05-08,687,98388,"1st dose of vaccine",274363,35.8605205512405
"224",2021-05-09,732,99120,"1st dose of vaccine",274363,36.1273203748319
"225",2021-05-10,677,99797,"1st dose of vaccine",274363,36.3740737635906
"226",2021-05-11,733,100530,"1st dose of vaccine",274363,36.6412380678153
"227",2021-05-12,674,101204,"1st dose of vaccine",274363,36.886898014674
"228",2021-05-13,867,102071,"1st dose of vaccine",274363,37.2029027237638
"229",2021-05-14,785,102856,"1st dose of vaccine",274363,37.4890200209212
"230",2021-05-15,786,103642,"1st dose of vaccine",274363,37.7755017987119
"231",2021-05-16,967,104609,"1st dose of vaccine",274363,38.1279545711339
"232",2021-05-17,1199,105808,"1st dose of vaccine",274363,38.5649668504864
"233",2021-05-18,1220,107028,"1st dose of vaccine",274363,39.0096332231387
"234",2021-05-19,1022,108050,"1st dose of vaccine",274363,39.3821324303933
"235",2021-05-20,1100,109150,"1st dose of vaccine",274363,39.783061127047
"236",2021-05-21,1182,110332,"1st dose of vaccine",274363,40.2138772356331
"237",2021-05-22,1151,111483,"1st dose of vaccine",274363,40.6333944445862
"238",2021-05-23,915,112398,"1st dose of vaccine",274363,40.9668942240754
"239",2021-05-24,1277,113675,"1st dose of vaccine",274363,41.432335992827
"240",2021-05-25,1305,114980,"1st dose of vaccine",274363,41.9079832193116
"241",2021-05-26,1206,116186,"1st dose of vaccine",274363,42.3475468630974
"242",2021-05-27,1566,117752,"1st dose of vaccine",274363,42.918323534879
"243",2021-05-28,1837,119589,"1st dose of vaccine",274363,43.5878744582907
"244",2021-05-29,1839,121428,"1st dose of vaccine",274363,44.258154342969
"245",2021-05-30,1723,123151,"1st dose of vaccine",274363,44.886154474182
"246",2021-05-31,2098,125249,"1st dose of vaccine",274363,45.6508348428906
"247",2021-06-01,1757,127006,"1st dose of vaccine",274363,46.2912273156366
"248",2021-06-02,1592,128598,"1st dose of vaccine",274363,46.8714804838845
"249",2021-06-03,1589,130187,"1st dose of vaccine",274363,47.4506402102324
"250",2021-06-04,2005,132192,"1st dose of vaccine",274363,48.1814238800421
"251",2021-06-05,2311,134503,"1st dose of vaccine",274363,49.0237386236482
"252",2021-06-06,2727,137230,"1st dose of vaccine",274363,50.0176773107161
"253",2021-06-07,3358,140588,"1st dose of vaccine",274363,51.2416032774099
"254",2021-06-08,4219,144807,"1st dose of vaccine",274363,52.7793470693935
"255",2021-06-09,4177,148984,"1st dose of vaccine",274363,54.3017826747776
"256",2021-06-10,479,149463,"1st dose of vaccine",274363,54.4763688981386
"257",2021-06-11,397,149860,"1st dose of vaccine",274363,54.6210677095672
"258",2021-06-12,372,150232,"1st dose of vaccine",274363,54.7566545051629
"259",2021-06-13,302,150534,"1st dose of vaccine",274363,54.866727656426
"260",2021-06-14,277,150811,"1st dose of vaccine",274363,54.967688791856
"261",2021-06-15,328,151139,"1st dose of vaccine",274363,55.0872384395855
"262",2021-06-16,331,151470,"1st dose of vaccine",274363,55.2078815292149
"263",2021-06-17,218,151688,"1st dose of vaccine",274363,55.287338307279
"264",2021-06-18,307,151995,"1st dose of vaccine",274363,55.3992338617088
"265",2021-06-19,329,152324,"1st dose of vaccine",274363,55.5191479900716
"266",2021-06-20,486,152810,"1st dose of vaccine",274363,55.6962855778658
"267",2021-06-21,373,153183,"1st dose of vaccine",274363,55.8322368540948
"268",2021-06-22,449,153632,"1st dose of vaccine",274363,55.9958886584561
"269",2021-06-23,512,154144,"1st dose of vaccine",274363,56.1825027427168
"270",2021-06-24,566,154710,"1st dose of vaccine",274363,56.3887987811768
"271",2021-06-25,760,155470,"1st dose of vaccine",274363,56.6658040625011
"272",2021-06-26,901,156371,"1st dose of vaccine",274363,56.9942011131239
"273",2021-06-27,1011,157382,"1st dose of vaccine",274363,57.3626910334119
"274",2021-06-28,1124,158506,"1st dose of vaccine",274363,57.7723672652654
"275",2021-06-29,1274,159780,"1st dose of vaccine",274363,58.236715592117
"276",2021-06-30,1227,161007,"1st dose of vaccine",274363,58.6839333292026
"277",2021-07-01,333,161340,"1st dose of vaccine",274363,58.8053053800986
"278",2021-07-02,288,161628,"1st dose of vaccine",274363,58.9102758024952
"279",2021-07-03,256,161884,"1st dose of vaccine",274363,59.0035828446255
"280",2021-07-04,139,162023,"1st dose of vaccine",274363,59.0542456526572
"281",2021-07-05,249,162272,"1st dose of vaccine",274363,59.1450013303543
"282",2021-07-06,182,162454,"1st dose of vaccine",274363,59.2113368056188
"283",2021-07-07,148,162602,"1st dose of vaccine",274363,59.2652799393504
"284",2021-07-08,175,162777,"1st dose of vaccine",274363,59.3290640501817
"285",2021-07-09,177,162954,"1st dose of vaccine",274363,59.3935771222796
"286",2021-07-10,189,163143,"1st dose of vaccine",274363,59.4624639619774
"287",2021-07-11,93,163236,"1st dose of vaccine",274363,59.4963606608763
"288",2021-07-12,171,163407,"1st dose of vaccine",274363,59.5586868491743
"289",2021-07-13,225,163632,"1st dose of vaccine",274363,59.6406949916716
"290",2021-07-14,257,163889,"1st dose of vaccine",274363,59.7343665144353
"291",2021-07-15,311,164200,"1st dose of vaccine",274363,59.8477199913983
"292",2021-07-16,311,164511,"1st dose of vaccine",274363,59.9610734683613
"293",2021-07-17,344,164855,"1st dose of vaccine",274363,60.0864548062239
"294",2021-07-18,210,165065,"1st dose of vaccine",274363,60.1629957392214
"295",2021-07-19,247,165312,"1st dose of vaccine",274363,60.2530224556518
"296",2021-07-20,221,165533,"1st dose of vaccine",274363,60.3335726756159
"297",2021-07-21,229,165762,"1st dose of vaccine",274363,60.4170387406465
"298",2021-07-22,248,166010,"1st dose of vaccine",274363,60.5074299377103
"299",2021-07-23,243,166253,"1st dose of vaccine",274363,60.5959987316074
"300",2021-07-24,205,166458,"1st dose of vaccine",274363,60.6707172614383
"301",2021-07-25,53,166511,"1st dose of vaccine",274363,60.6900347350044
"302",2021-07-26,127,166638,"1st dose of vaccine",274363,60.7363237754362
"303",2021-07-27,149,166787,"1st dose of vaccine",274363,60.7906313898011
"304",2021-07-28,220,167007,"1st dose of vaccine",274363,60.8708171291319
"305",2021-07-29,269,167276,"1st dose of vaccine",274363,60.9688624194953
"306",2021-07-30,346,167622,"1st dose of vaccine",274363,61.0949727186246
"307",2021-07-31,395,168017,"1st dose of vaccine",274363,61.2389425687866
"308",2021-08-01,335,168352,"1st dose of vaccine",274363,61.3610435809493
"309",2021-08-02,459,168811,"1st dose of vaccine",274363,61.5283401916439
"310",2021-08-03,651,169462,"1st dose of vaccine",274363,61.7656170839362
"311",2021-08-04,534,169996,"1st dose of vaccine",274363,61.9602497421299
"312",2021-08-05,435,170431,"1st dose of vaccine",274363,62.1187988176248
"313",2021-08-06,386,170817,"1st dose of vaccine",274363,62.2594883420869
"314",2021-08-07,484,171301,"1st dose of vaccine",274363,62.4358969686146
"315",2021-08-08,292,171593,"1st dose of vaccine",274363,62.5423253135445
"316",2021-08-09,285,171878,"1st dose of vaccine",274363,62.6462022940411
"317",2021-08-10,230,172108,"1st dose of vaccine",274363,62.7300328397051
"318",2021-08-11,193,172301,"1st dose of vaccine",274363,62.8003776019361
"319",2021-08-12,75,172376,"1st dose of vaccine",274363,62.8277136494352
"320",2021-08-13,183,172559,"1st dose of vaccine",274363,62.8944136053331
"321",2021-08-14,217,172776,"1st dose of vaccine",274363,62.9735059027639
"322",2021-08-15,469,173245,"1st dose of vaccine",274363,63.1444473197917
"323",2021-08-16,336,173581,"1st dose of vaccine",274363,63.2669128125877
"324",2021-08-17,307,173888,"1st dose of vaccine",274363,63.3788083670174
"325",2021-08-18,311,174199,"1st dose of vaccine",274363,63.4921618439804
"326",2021-08-19,410,174609,"1st dose of vaccine",274363,63.6415989036423
"327",2021-08-20,413,175022,"1st dose of vaccine",274363,63.7921294052041
"328",2021-08-21,614,175636,"1st dose of vaccine",274363,64.0159205140635
"329",2021-08-22,480,176116,"1st dose of vaccine",274363,64.1908712180578
"330",2021-08-23,424,176540,"1st dose of vaccine",274363,64.3454110065862
"331",2021-08-24,421,176961,"1st dose of vaccine",274363,64.4988573532145
"332",2021-08-25,405,177366,"1st dose of vaccine",274363,64.6464720097098
"333",2021-08-26,382,177748,"1st dose of vaccine",274363,64.7857036116386
"334",2021-08-27,355,178103,"1st dose of vaccine",274363,64.9150942364677
"335",2021-08-28,430,178533,"1st dose of vaccine",274363,65.071820908796
"336",2021-08-29,679,179212,"1st dose of vaccine",274363,65.3193032588213
"337",2021-08-30,385,179597,"1st dose of vaccine",274363,65.4596283026501
"338",2021-08-31,336,179933,"1st dose of vaccine",274363,65.5820937954462
"339",2021-09-01,151,180084,"1st dose of vaccine",274363,65.6371303710777
"340",2021-09-02,131,180215,"1st dose of vaccine",274363,65.6848773340429
"341",2021-09-03,169,180384,"1st dose of vaccine",274363,65.7464745610742
"342",2021-09-04,764,181148,"1st dose of vaccine",274363,66.0249377649319
"343",2021-09-05,853,182001,"1st dose of vaccine",274363,66.3358397451551
"344",2021-09-06,105,182106,"1st dose of vaccine",274363,66.3741102116539
"345",2021-09-07,102,182208,"1st dose of vaccine",274363,66.4112872362527
"346",2021-09-08,135,182343,"1st dose of vaccine",274363,66.4604921217511
"347",2021-09-09,101,182444,"1st dose of vaccine",274363,66.4973046657166
"348",2021-09-10,87,182531,"1st dose of vaccine",274363,66.5290144808156
"349",2021-09-11,797,183328,"1st dose of vaccine",274363,66.8195055455728
"350",2021-09-12,587,183915,"1st dose of vaccine",274363,67.0334556773326
"351",2021-09-13,37,183952,"1st dose of vaccine",274363,67.0469414607655
"352",2021-09-14,26,183978,"1st dose of vaccine",274363,67.0564179572318
"353",2021-09-15,66,184044,"1st dose of vaccine",274363,67.0804736790311
"354",2021-09-16,93,184137,"1st dose of vaccine",274363,67.11437037793
"355",2021-09-17,49,184186,"1st dose of vaccine",274363,67.1322299289627
"356",2021-09-18,74,184260,"1st dose of vaccine",274363,67.1592014958285
"357",2021-09-19,74,184334,"1st dose of vaccine",274363,67.1861730626943
"358",2021-09-20,52,184386,"1st dose of vaccine",274363,67.205126055627
"359",2021-09-21,8,184394,"1st dose of vaccine",274363,67.2080419006936
"360",2021-09-22,35,184429,"1st dose of vaccine",274363,67.2207987228599
"361",2021-09-23,41,184470,"1st dose of vaccine",274363,67.235742428826
"362",2021-09-24,42,184512,"1st dose of vaccine",274363,67.2510506154255
"363",2021-09-25,54,184566,"1st dose of vaccine",274363,67.2707325696249
"364",2021-09-26,42,184608,"1st dose of vaccine",274363,67.2860407562244
"365",2021-09-27,30,184638,"1st dose of vaccine",274363,67.2969751752241
"366",2021-09-28,44,184682,"1st dose of vaccine",274363,67.3130123230902
"367",2021-09-29,41,184723,"1st dose of vaccine",274363,67.3279560290564
"368",2021-09-30,39,184762,"1st dose of vaccine",274363,67.3421707737559
"369",2021-10-01,5,184767,"1st dose of vaccine",274363,67.3439931769225
"370",2021-10-02,9,184776,"1st dose of vaccine",274363,67.3472735026224
"371",2021-10-03,8,184784,"1st dose of vaccine",274363,67.350189347689
"372",2021-10-04,15,184799,"1st dose of vaccine",274363,67.3556565571888
"373",2021-10-05,14,184813,"1st dose of vaccine",274363,67.3607592860553
"374",2021-10-06,13,184826,"1st dose of vaccine",274363,67.3654975342885
"375",2021-10-07,5,184831,"1st dose of vaccine",274363,67.3673199374551
"376",2021-10-08,30,184861,"1st dose of vaccine",274363,67.3782543564548
