"","接种时间1","events","cumnum","group","N","rate"
"914",2021-01-11,216,505,"Full vaccination",274363,0.184062719827382
"915",2021-01-12,78,583,"Full vaccination",274363,0.212492209226463
"916",2021-01-13,52,635,"Full vaccination",274363,0.231445202159183
"917",2021-01-14,41,676,"Full vaccination",274363,0.246388908125367
"918",2021-01-15,49,725,"Full vaccination",274363,0.264248459158123
"919",2021-01-16,109,834,"Full vaccination",274363,0.303976848190171
"920",2021-01-17,16,850,"Full vaccination",274363,0.309808538323316
"921",2021-01-18,60,910,"Full vaccination",274363,0.331677376322609
"922",2021-01-19,106,1016,"Full vaccination",274363,0.370312323454693
"923",2021-01-20,308,1324,"Full vaccination",274363,0.48257235851773
"924",2021-01-21,208,1532,"Full vaccination",274363,0.558384330248612
"925",2021-01-22,102,1634,"Full vaccination",274363,0.59556135484741
"926",2021-01-23,19,1653,"Full vaccination",274363,0.60248648688052
"927",2021-01-24,25,1678,"Full vaccination",274363,0.611598502713558
"928",2021-01-25,209,1887,"Full vaccination",274363,0.687774955077762
"929",2021-01-26,176,2063,"Full vaccination",274363,0.751923546542354
"930",2021-01-27,257,2320,"Full vaccination",274363,0.845595069305992
"931",2021-01-28,267,2587,"Full vaccination",274363,0.942911398402846
"932",2021-01-29,388,2975,"Full vaccination",274363,1.08432988413161
"933",2021-01-30,410,3385,"Full vaccination",274363,1.23376694379344
"934",2021-01-31,71,3456,"Full vaccination",274363,1.25964506875927
"935",2021-02-01,260,3716,"Full vaccination",274363,1.35441003342287
"936",2021-02-02,513,4229,"Full vaccination",274363,1.54138859831683
"937",2021-02-03,333,4562,"Full vaccination",274363,1.6627606492129
"938",2021-02-04,397,4959,"Full vaccination",274363,1.80745946064156
"939",2021-02-05,444,5403,"Full vaccination",274363,1.96928886183633
"940",2021-02-06,191,5594,"Full vaccination",274363,2.03890466280074
"941",2021-02-07,67,5661,"Full vaccination",274363,2.06332486523329
"942",2021-02-08,72,5733,"Full vaccination",274363,2.08956747083244
"943",2021-02-09,10,5743,"Full vaccination",274363,2.09321227716565
"944",2021-02-10,5,5748,"Full vaccination",274363,2.09503468033226
"945",2021-02-11,0,5748,"Full vaccination",274363,2.09503468033226
"946",2021-02-12,0,5748,"Full vaccination",274363,2.09503468033226
"947",2021-02-13,1,5749,"Full vaccination",274363,2.09539916096558
"948",2021-02-14,0,5749,"Full vaccination",274363,2.09539916096558
"949",2021-02-15,0,5749,"Full vaccination",274363,2.09539916096558
"950",2021-02-16,1,5750,"Full vaccination",274363,2.0957636415989
"951",2021-02-17,0,5750,"Full vaccination",274363,2.0957636415989
"952",2021-02-18,21,5771,"Full vaccination",274363,2.10341773489866
"953",2021-02-19,26,5797,"Full vaccination",274363,2.11289423136502
"954",2021-02-20,10,5807,"Full vaccination",274363,2.11653903769823
"955",2021-02-21,3,5810,"Full vaccination",274363,2.1176324795982
"956",2021-02-22,12,5822,"Full vaccination",274363,2.12200624719805
"957",2021-02-23,12,5834,"Full vaccination",274363,2.12638001479791
"958",2021-02-24,20,5854,"Full vaccination",274363,2.13366962746434
"959",2021-02-25,36,5890,"Full vaccination",274363,2.14679093026392
"960",2021-02-26,39,5929,"Full vaccination",274363,2.16100567496346
"961",2021-02-27,7,5936,"Full vaccination",274363,2.16355703939671
"962",2021-02-28,1,5937,"Full vaccination",274363,2.16392152003003
"963",2021-03-01,3,5940,"Full vaccination",274363,2.16501496193
"964",2021-03-02,3,5943,"Full vaccination",274363,2.16610840382996
"965",2021-03-03,1,5944,"Full vaccination",274363,2.16647288446328
"966",2021-03-04,3,5947,"Full vaccination",274363,2.16756632636325
"967",2021-03-05,1,5948,"Full vaccination",274363,2.16793080699657
"968",2021-03-06,1,5949,"Full vaccination",274363,2.16829528762989
"969",2021-03-07,1,5950,"Full vaccination",274363,2.16865976826321
"970",2021-03-08,2,5952,"Full vaccination",274363,2.16938872952986
"971",2021-03-09,6,5958,"Full vaccination",274363,2.17157561332979
"972",2021-03-10,3,5961,"Full vaccination",274363,2.17266905522975
"973",2021-03-11,9,5970,"Full vaccination",274363,2.17594938092964
"974",2021-03-12,11,5981,"Full vaccination",274363,2.17995866789618
"975",2021-03-13,5,5986,"Full vaccination",274363,2.18178107106279
"976",2021-03-14,4,5990,"Full vaccination",274363,2.18323899359608
"977",2021-03-15,30,6020,"Full vaccination",274363,2.19417341259572
"978",2021-03-16,19,6039,"Full vaccination",274363,2.20109854462883
"979",2021-03-17,27,6066,"Full vaccination",274363,2.21093952172851
"980",2021-03-18,30,6096,"Full vaccination",274363,2.22187394072816
"981",2021-03-19,27,6123,"Full vaccination",274363,2.23171491782784
"982",2021-03-20,3,6126,"Full vaccination",274363,2.23280835972781
"983",2021-03-21,1,6127,"Full vaccination",274363,2.23317284036113
"984",2021-03-22,28,6155,"Full vaccination",274363,2.24337829809413
"985",2021-03-23,11,6166,"Full vaccination",274363,2.24738758506067
"986",2021-03-24,25,6191,"Full vaccination",274363,2.25649960089371
"987",2021-03-25,9,6200,"Full vaccination",274363,2.2597799265936
"988",2021-03-26,21,6221,"Full vaccination",274363,2.26743401989335
"989",2021-03-27,1,6222,"Full vaccination",274363,2.26779850052667
"990",2021-03-28,9,6231,"Full vaccination",274363,2.27107882622657
"991",2021-03-29,43,6274,"Full vaccination",274363,2.28675149345939
"992",2021-03-30,57,6331,"Full vaccination",274363,2.30752688955872
"993",2021-03-31,83,6414,"Full vaccination",274363,2.33777878212441
"994",2021-04-01,112,6526,"Full vaccination",274363,2.37860061305643
"995",2021-04-02,79,6605,"Full vaccination",274363,2.40739458308883
"996",2021-04-03,7,6612,"Full vaccination",274363,2.40994594752208
"997",2021-04-04,6,6618,"Full vaccination",274363,2.41213283132201
"998",2021-04-05,42,6660,"Full vaccination",274363,2.42744101792151
"999",2021-04-06,174,6834,"Full vaccination",274363,2.49086064811946
"1000",2021-04-07,188,7022,"Full vaccination",274363,2.55938300718391
"1001",2021-04-08,146,7168,"Full vaccination",274363,2.61259717964886
"1002",2021-04-09,204,7372,"Full vaccination",274363,2.68695122884646
"1003",2021-04-10,171,7543,"Full vaccination",274363,2.74927741714444
"1004",2021-04-11,105,7648,"Full vaccination",274363,2.7875478836432
"1005",2021-04-12,136,7784,"Full vaccination",274363,2.83711724977493
"1006",2021-04-13,213,7997,"Full vaccination",274363,2.91475162467242
"1007",2021-04-14,306,8303,"Full vaccination",274363,3.02628269846882
"1008",2021-04-15,715,9018,"Full vaccination",274363,3.28688635129372
"1009",2021-04-16,1289,10307,"Full vaccination",274363,3.7567018876452
"1010",2021-04-17,1055,11362,"Full vaccination",274363,4.14122895579943
"1011",2021-04-18,1188,12550,"Full vaccination",274363,4.57423194818543
"1012",2021-04-19,1080,13630,"Full vaccination",274363,4.96787103217271
"1013",2021-04-20,1420,15050,"Full vaccination",274363,5.4854335314893
"1014",2021-04-21,1750,16800,"Full vaccination",274363,6.12327463980201
"1015",2021-04-22,3681,20481,"Full vaccination",274363,7.46492785105863
"1016",2021-04-23,2414,22895,"Full vaccination",274363,8.34478409989685
"1017",2021-04-24,1284,24179,"Full vaccination",274363,8.81277723308172
"1018",2021-04-25,1294,25473,"Full vaccination",274363,9.2844151725998
"1019",2021-04-26,1571,27044,"Full vaccination",274363,9.85701424754796
"1020",2021-04-27,2099,29143,"Full vaccination",274363,10.6220590968899
"1021",2021-04-28,2515,31658,"Full vaccination",274363,11.5387278896936
"1022",2021-04-29,2249,33907,"Full vaccination",274363,12.3584448340337
"1023",2021-04-30,2192,36099,"Full vaccination",274363,13.1573863822746
"1024",2021-05-01,517,36616,"Full vaccination",274363,13.3458228697018
"1025",2021-05-02,639,37255,"Full vaccination",274363,13.5787259943943
"1026",2021-05-03,688,37943,"Full vaccination",274363,13.8294886701195
"1027",2021-05-04,865,38808,"Full vaccination",274363,14.1447644179427
"1028",2021-05-05,1058,39866,"Full vaccination",274363,14.5303849279969
"1029",2021-05-06,1969,41835,"Full vaccination",274363,15.248047295007
"1030",2021-05-07,2565,44400,"Full vaccination",274363,16.1829401194768
"1031",2021-05-08,2442,46842,"Full vaccination",274363,17.073001826048
"1032",2021-05-09,2082,48924,"Full vaccination",274363,17.8318505046234
"1033",2021-05-10,2009,50933,"Full vaccination",274363,18.5640920969664
"1034",2021-05-11,1997,52930,"Full vaccination",274363,19.2919599217096
"1035",2021-05-12,2027,54957,"Full vaccination",274363,20.0307621654523
"1036",2021-05-13,2316,57273,"Full vaccination",274363,20.874899312225
"1037",2021-05-14,2245,59518,"Full vaccination",274363,21.6931583340319
"1038",2021-05-15,2021,61539,"Full vaccination",274363,22.4297736939748
"1039",2021-05-16,2069,63608,"Full vaccination",274363,23.1838841243171
"1040",2021-05-17,2267,65875,"Full vaccination",274363,24.010161720057
"1041",2021-05-18,2256,68131,"Full vaccination",274363,24.8324300288304
"1042",2021-05-19,1773,69904,"Full vaccination",274363,25.4786541917095
"1043",2021-05-20,2292,72196,"Full vaccination",274363,26.3140438032825
"1044",2021-05-21,2478,74674,"Full vaccination",274363,27.2172268126533
"1045",2021-05-22,1810,76484,"Full vaccination",274363,27.8769367589653
"1046",2021-05-23,1450,77934,"Full vaccination",274363,28.4054336772816
"1047",2021-05-24,1858,79792,"Full vaccination",274363,29.082638693993
"1048",2021-05-25,1628,81420,"Full vaccination",274363,29.6760131650405
"1049",2021-05-26,1435,82855,"Full vaccination",274363,30.1990428738569
"1050",2021-05-27,1478,84333,"Full vaccination",274363,30.7377452499061
"1051",2021-05-28,1704,86037,"Full vaccination",274363,31.3588202490861
"1052",2021-05-29,1391,87428,"Full vaccination",274363,31.8658128100363
"1053",2021-05-30,1465,88893,"Full vaccination",274363,32.3997769378524
"1054",2021-05-31,1412,90305,"Full vaccination",274363,32.9144235921024
"1055",2021-06-01,1148,91453,"Full vaccination",274363,33.3328473591556
"1056",2021-06-02,1220,92673,"Full vaccination",274363,33.7775137318079
"1057",2021-06-03,1048,93721,"Full vaccination",274363,34.1594894355288
"1058",2021-06-04,1137,94858,"Full vaccination",274363,34.5739039156154
"1059",2021-06-05,1123,95981,"Full vaccination",274363,34.9832156668355
"1060",2021-06-06,1143,97124,"Full vaccination",274363,35.3998170307221
"1061",2021-06-07,1414,98538,"Full vaccination",274363,35.9151926462387
"1062",2021-06-08,1394,99932,"Full vaccination",274363,36.423278649089
"1063",2021-06-09,1128,101060,"Full vaccination",274363,36.8344128034757
"1064",2021-06-10,1163,102223,"Full vaccination",274363,37.2583037800286
"1065",2021-06-11,1250,103473,"Full vaccination",274363,37.7139045716806
"1066",2021-06-12,1014,104487,"Full vaccination",274363,38.0834879338686
"1067",2021-06-13,924,105411,"Full vaccination",274363,38.4202680390577
"1068",2021-06-14,869,106280,"Full vaccination",274363,38.7370017094142
"1069",2021-06-15,1230,107510,"Full vaccination",274363,39.1853128883997
"1070",2021-06-16,1359,108869,"Full vaccination",274363,39.6806420690837
"1071",2021-06-17,1373,110242,"Full vaccination",274363,40.1810739786341
"1072",2021-06-18,1544,111786,"Full vaccination",274363,40.7438320764826
"1073",2021-06-19,1458,113244,"Full vaccination",274363,41.2752448398654
"1074",2021-06-20,1888,115132,"Full vaccination",274363,41.9633842755765
"1075",2021-06-21,1776,116908,"Full vaccination",274363,42.6107018803556
"1076",2021-06-22,1985,118893,"Full vaccination",274363,43.3341959374989
"1077",2021-06-23,1962,120855,"Full vaccination",274363,44.0493069400757
"1078",2021-06-24,2145,123000,"Full vaccination",274363,44.8311178985505
"1079",2021-06-25,2478,125478,"Full vaccination",274363,45.7343009079213
"1080",2021-06-26,3143,128621,"Full vaccination",274363,46.8798635384509
"1081",2021-06-27,3897,132518,"Full vaccination",274363,48.300244566505
"1082",2021-06-28,4036,136554,"Full vaccination",274363,49.7712884025907
"1083",2021-06-29,4143,140697,"Full vaccination",274363,51.2813316664419
"1084",2021-06-30,5307,146004,"Full vaccination",274363,53.2156303874794
"1085",2021-07-01,330,146334,"Full vaccination",274363,53.3359089964755
"1086",2021-07-02,321,146655,"Full vaccination",274363,53.4529072797717
"1087",2021-07-03,364,147019,"Full vaccination",274363,53.5855782303007
"1088",2021-07-04,132,147151,"Full vaccination",274363,53.6336896738992
"1089",2021-07-05,345,147496,"Full vaccination",274363,53.7594354923951
"1090",2021-07-06,332,147828,"Full vaccination",274363,53.8804430626579
"1091",2021-07-07,276,148104,"Full vaccination",274363,53.9810397174546
"1092",2021-07-08,221,148325,"Full vaccination",274363,54.0615899374187
"1093",2021-07-09,317,148642,"Full vaccination",274363,54.1771302981816
"1094",2021-07-10,369,149011,"Full vaccination",274363,54.3116236518773
"1095",2021-07-11,103,149114,"Full vaccination",274363,54.3491651571094
"1096",2021-07-12,299,149413,"Full vaccination",274363,54.4581448664725
"1097",2021-07-13,351,149764,"Full vaccination",274363,54.5860775687684
"1098",2021-07-14,281,150045,"Full vaccination",274363,54.6884966267317
"1099",2021-07-15,293,150338,"Full vaccination",274363,54.795289452295
"1100",2021-07-16,327,150665,"Full vaccination",274363,54.9144746193911
"1101",2021-07-17,430,151095,"Full vaccination",274363,55.0712012917194
"1102",2021-07-18,265,151360,"Full vaccination",274363,55.1677886595496
"1103",2021-07-19,269,151629,"Full vaccination",274363,55.2658339499131
"1104",2021-07-20,310,151939,"Full vaccination",274363,55.3788229462428
"1105",2021-07-21,443,152382,"Full vaccination",274363,55.5402878668042
"1106",2021-07-22,484,152866,"Full vaccination",274363,55.7166964933318
"1107",2021-07-23,465,153331,"Full vaccination",274363,55.8861799878263
"1108",2021-07-24,354,153685,"Full vaccination",274363,56.0152061320222
"1109",2021-07-25,73,153758,"Full vaccination",274363,56.0418132182546
"1110",2021-07-26,192,153950,"Full vaccination",274363,56.1117934998524
"1111",2021-07-27,271,154221,"Full vaccination",274363,56.2105677514825
"1112",2021-07-28,356,154577,"Full vaccination",274363,56.340322856945
"1113",2021-07-29,386,154963,"Full vaccination",274363,56.4810123814071
"1114",2021-07-30,364,155327,"Full vaccination",274363,56.6136833319362
"1115",2021-07-31,393,155720,"Full vaccination",274363,56.7569242208315
"1116",2021-08-01,329,156049,"Full vaccination",274363,56.8768383491943
"1117",2021-08-02,354,156403,"Full vaccination",274363,57.0058644933901
"1118",2021-08-03,371,156774,"Full vaccination",274363,57.1410868083524
"1119",2021-08-04,345,157119,"Full vaccination",274363,57.2668326268484
"1120",2021-08-05,327,157446,"Full vaccination",274363,57.3860177939445
"1121",2021-08-06,308,157754,"Full vaccination",274363,57.4982778290076
"1122",2021-08-07,349,158103,"Full vaccination",274363,57.6254815700368
"1123",2021-08-08,304,158407,"Full vaccination",274363,57.7362836825665
"1124",2021-08-09,276,158683,"Full vaccination",274363,57.8368803373633
"1125",2021-08-10,262,158945,"Full vaccination",274363,57.9323742632935
"1126",2021-08-11,200,159145,"Full vaccination",274363,58.0052703899578
"1127",2021-08-12,217,159362,"Full vaccination",274363,58.0843626873886
"1128",2021-08-13,229,159591,"Full vaccination",274363,58.1678287524192
"1129",2021-08-14,220,159811,"Full vaccination",274363,58.24801449175
"1130",2021-08-15,174,159985,"Full vaccination",274363,58.3114341219479
"1131",2021-08-16,224,160209,"Full vaccination",274363,58.393077783812
"1132",2021-08-17,219,160428,"Full vaccination",274363,58.4728990425094
"1133",2021-08-18,250,160678,"Full vaccination",274363,58.5640192008398
"1134",2021-08-19,261,160939,"Full vaccination",274363,58.6591486461367
"1135",2021-08-20,258,161197,"Full vaccination",274363,58.7531846495337
"1136",2021-08-21,378,161575,"Full vaccination",274363,58.8909583289292
"1137",2021-08-22,368,161943,"Full vaccination",274363,59.0250872019915
"1138",2021-08-23,379,162322,"Full vaccination",274363,59.1632253620204
"1139",2021-08-24,395,162717,"Full vaccination",274363,59.3071952121824
"1140",2021-08-25,399,163116,"Full vaccination",274363,59.4526229848777
"1141",2021-08-26,361,163477,"Full vaccination",274363,59.5842004935068
"1142",2021-08-27,379,163856,"Full vaccination",274363,59.7223386535356
"1143",2021-08-28,463,164319,"Full vaccination",274363,59.8910931867635
"1144",2021-08-29,436,164755,"Full vaccination",274363,60.0500067428917
"1145",2021-08-30,389,165144,"Full vaccination",274363,60.1917897092538
"1146",2021-08-31,323,165467,"Full vaccination",274363,60.3095169538167
"1147",2021-09-01,240,165707,"Full vaccination",274363,60.3969923058138
"1148",2021-09-02,200,165907,"Full vaccination",274363,60.4698884324781
"1149",2021-09-03,215,166122,"Full vaccination",274363,60.5482517686423
"1150",2021-09-04,244,166366,"Full vaccination",274363,60.6371850431727
"1151",2021-09-05,254,166620,"Full vaccination",274363,60.7297631240364
"1152",2021-09-06,179,166799,"Full vaccination",274363,60.795005157401
"1153",2021-09-07,204,167003,"Full vaccination",274363,60.8693592065986
"1154",2021-09-08,208,167211,"Full vaccination",274363,60.9451711783294
"1155",2021-09-09,250,167461,"Full vaccination",274363,61.0362913366598
"1156",2021-09-10,207,167668,"Full vaccination",274363,61.1117388277574
"1157",2021-09-11,366,168034,"Full vaccination",274363,61.2451387395531
"1158",2021-09-12,296,168330,"Full vaccination",274363,61.3530250070162
"1159",2021-09-13,162,168492,"Full vaccination",274363,61.4120708696143
"1160",2021-09-14,116,168608,"Full vaccination",274363,61.4543506230796
"1161",2021-09-15,268,168876,"Full vaccination",274363,61.5520314328098
"1162",2021-09-16,367,169243,"Full vaccination",274363,61.6857958252388
"1163",2021-09-17,373,169616,"Full vaccination",274363,61.8217471014678
"1164",2021-09-18,367,169983,"Full vaccination",274363,61.9555114938968
"1165",2021-09-19,751,170734,"Full vaccination",274363,62.2292364495213
"1166",2021-09-20,518,171252,"Full vaccination",274363,62.4180374175818
"1167",2021-09-21,79,171331,"Full vaccination",274363,62.4468313876142
"1168",2021-09-22,343,171674,"Full vaccination",274363,62.5718482448435
"1169",2021-09-23,363,172037,"Full vaccination",274363,62.7041547147392
"1170",2021-09-24,374,172411,"Full vaccination",274363,62.8404704716015
"1171",2021-09-25,430,172841,"Full vaccination",274363,62.9971971439298
"1172",2021-09-26,261,173102,"Full vaccination",274363,63.0923265892267
"1173",2021-09-27,228,173330,"Full vaccination",274363,63.175428173624
"1174",2021-09-28,229,173559,"Full vaccination",274363,63.2588942386546
"1175",2021-09-29,227,173786,"Full vaccination",274363,63.3416313424186
"1176",2021-09-30,223,174009,"Full vaccination",274363,63.4229105236493
"1177",2021-10-01,25,174034,"Full vaccination",274363,63.4320225394824
"1178",2021-10-02,47,174081,"Full vaccination",274363,63.4491531292485
"1179",2021-10-03,49,174130,"Full vaccination",274363,63.4670126802812
"1180",2021-10-04,65,174195,"Full vaccination",274363,63.4907039214471
"1181",2021-10-05,71,174266,"Full vaccination",274363,63.516582046413
"1182",2021-10-06,78,174344,"Full vaccination",274363,63.545011535812
"1183",2021-10-07,1356,175700,"Full vaccination",274363,64.0392472745961
"1184",2021-10-08,91,175791,"Full vaccination",274363,64.0724150122283
"1185",2021-10-09,97,175888,"Full vaccination",274363,64.1077696336605
"1186",2021-10-10,1156,177044,"Full vaccination",274363,64.5291092457802
"1187",2021-10-11,69,177113,"Full vaccination",274363,64.5542584094794
"1188",2021-10-12,64,177177,"Full vaccination",274363,64.577585170012
"1189",2021-10-13,63,177240,"Full vaccination",274363,64.6005474499112
"1190",2021-10-14,57,177297,"Full vaccination",274363,64.6213228460106
"1191",2021-10-15,54,177351,"Full vaccination",274363,64.6410048002099
"1192",2021-10-16,102,177453,"Full vaccination",274363,64.6781818248087
"1193",2021-10-17,47,177500,"Full vaccination",274363,64.6953124145749
"1194",2021-10-18,48,177548,"Full vaccination",274363,64.7128074849743
"1195",2021-10-19,55,177603,"Full vaccination",274363,64.732853919807
"1196",2021-10-20,37,177640,"Full vaccination",274363,64.7463397032399
"1197",2021-10-21,41,177681,"Full vaccination",274363,64.761283409206
"1198",2021-10-22,57,177738,"Full vaccination",274363,64.7820588053054
"1199",2021-10-23,109,177847,"Full vaccination",274363,64.8217871943374
"1200",2021-10-24,30,177877,"Full vaccination",274363,64.8327216133371
"1201",2021-10-25,37,177914,"Full vaccination",274363,64.84620739677
"1202",2021-10-26,39,177953,"Full vaccination",274363,64.8604221414695
"1203",2021-10-27,54,178007,"Full vaccination",274363,64.8801040956689
"1204",2021-10-28,40,178047,"Full vaccination",274363,64.8946833210017
"1205",2021-10-29,40,178087,"Full vaccination",274363,64.9092625463346
"1206",2021-10-30,96,178183,"Full vaccination",274363,64.9442526871335
"1207",2021-10-31,29,178212,"Full vaccination",274363,64.9548226254998
"1208",2021-11-01,49,178261,"Full vaccination",274363,64.9726821765325
"1209",2021-11-02,56,178317,"Full vaccination",274363,64.9930930919986
"1210",2021-11-03,54,178371,"Full vaccination",274363,65.0127750461979
"1211",2021-11-04,51,178422,"Full vaccination",274363,65.0313635584973
"1212",2021-11-05,29,178451,"Full vaccination",274363,65.0419334968636
"1213",2021-11-06,67,178518,"Full vaccination",274363,65.0663536992962
"1214",2021-11-07,37,178555,"Full vaccination",274363,65.0798394827291
"1215",2021-11-08,19,178574,"Full vaccination",274363,65.0867646147622
"1216",2021-11-09,26,178600,"Full vaccination",274363,65.0962411112286
"1217",2021-11-10,27,178627,"Full vaccination",274363,65.1060820883282
"1218",2021-11-11,28,178655,"Full vaccination",274363,65.1162875460612
"1219",2021-11-12,22,178677,"Full vaccination",274363,65.1243061199943
"1220",2021-11-13,44,178721,"Full vaccination",274363,65.1403432678605
"1221",2021-11-14,41,178762,"Full vaccination",274363,65.1552869738266
"1222",2021-11-15,21,178783,"Full vaccination",274363,65.1629410671264
"1223",2021-11-16,35,178818,"Full vaccination",274363,65.1756978892926
"1224",2021-11-17,36,178854,"Full vaccination",274363,65.1888191920922
"1225",2021-11-18,26,178880,"Full vaccination",274363,65.1982956885586
"1226",2021-11-19,26,178906,"Full vaccination",274363,65.207772185025
"1227",2021-11-20,49,178955,"Full vaccination",274363,65.2256317360577
"1228",2021-11-21,38,178993,"Full vaccination",274363,65.2394820001239
"1229",2021-11-22,20,179013,"Full vaccination",274363,65.2467716127904
"1230",2021-11-23,36,179049,"Full vaccination",274363,65.2598929155899
"1231",2021-11-24,22,179071,"Full vaccination",274363,65.267911489523
"1232",2021-11-25,19,179090,"Full vaccination",274363,65.2748366215561
"1233",2021-11-26,41,179131,"Full vaccination",274363,65.2897803275223
"1234",2021-11-27,71,179202,"Full vaccination",274363,65.3156584524881
"1235",2021-11-28,59,179261,"Full vaccination",274363,65.3371628098541
"1236",2021-11-29,29,179290,"Full vaccination",274363,65.3477327482204
"1237",2021-11-30,16,179306,"Full vaccination",274363,65.3535644383536
"1238",2021-12-01,32,179338,"Full vaccination",274363,65.3652278186199
"1239",2021-12-02,29,179367,"Full vaccination",274363,65.3757977569862
"1240",2021-12-03,41,179408,"Full vaccination",274363,65.3907414629524
"1241",2021-12-04,756,180164,"Full vaccination",274363,65.6662888217434
"1242",2021-12-05,807,180971,"Full vaccination",274363,65.9604246928339
"1243",2021-12-06,37,181008,"Full vaccination",274363,65.9739104762668
"1244",2021-12-07,43,181051,"Full vaccination",274363,65.9895831434997
"1245",2021-12-08,36,181087,"Full vaccination",274363,66.0027044462992
"1246",2021-12-09,37,181124,"Full vaccination",274363,66.0161902297321
"1247",2021-12-10,43,181167,"Full vaccination",274363,66.031862896965
"1248",2021-12-11,1176,182343,"Full vaccination",274363,66.4604921217511
"1249",2021-12-12,1187,183530,"Full vaccination",274363,66.8931306335038
"1250",2021-12-13,29,183559,"Full vaccination",274363,66.9037005718701
"1251",2021-12-14,39,183598,"Full vaccination",274363,66.9179153165696
"1252",2021-12-15,37,183635,"Full vaccination",274363,66.9314011000025
"1253",2021-12-16,37,183672,"Full vaccination",274363,66.9448868834354
"1254",2021-12-17,43,183715,"Full vaccination",274363,66.9605595506683
"1255",2021-12-18,481,184196,"Full vaccination",274363,67.1358747352959
"1256",2021-12-19,372,184568,"Full vaccination",274363,67.2714615308916
"1257",2021-12-20,41,184609,"Full vaccination",274363,67.2864052368577
"1258",2021-12-21,28,184637,"Full vaccination",274363,67.2966106945907
"1259",2021-12-22,67,184704,"Full vaccination",274363,67.3210308970233
"1260",2021-12-23,52,184756,"Full vaccination",274363,67.339983889956
"1261",2021-12-24,58,184814,"Full vaccination",274363,67.3611237666887
"1262",2021-12-25,71,184885,"Full vaccination",274363,67.3870018916545
"1263",2021-12-26,69,184954,"Full vaccination",274363,67.4121510553537
"1264",2021-12-27,30,184984,"Full vaccination",274363,67.4230854743533
"1265",2021-12-28,56,185040,"Full vaccination",274363,67.4434963898193
"1266",2021-12-29,68,185108,"Full vaccination",274363,67.4682810728852
"1267",2021-12-30,72,185180,"Full vaccination",274363,67.4945236784843
"1268",2021-12-31,72,185252,"Full vaccination",274363,67.5207662840835
"1269",2022-01-01,37,185289,"Full vaccination",274363,67.5342520675164
"1270",2022-01-02,33,185322,"Full vaccination",274363,67.546279928416
"1271",2022-01-03,41,185363,"Full vaccination",274363,67.5612236343822
"1272",2022-01-04,40,185403,"Full vaccination",274363,67.5758028597151
"1273",2022-01-05,52,185455,"Full vaccination",274363,67.5947558526478
"1274",2022-01-06,58,185513,"Full vaccination",274363,67.6158957293804
"1275",2022-01-07,44,185557,"Full vaccination",274363,67.6319328772466
"1276",2022-01-08,87,185644,"Full vaccination",274363,67.6636426923455
"1277",2022-01-09,72,185716,"Full vaccination",274363,67.6898852979447
"1278",2022-01-10,50,185766,"Full vaccination",274363,67.7081093296108
"1279",2022-01-11,49,185815,"Full vaccination",274363,67.7259688806435
"1280",2022-01-12,49,185864,"Full vaccination",274363,67.7438284316763
"1281",2022-01-13,30,185894,"Full vaccination",274363,67.7547628506759
"1282",2022-01-14,62,185956,"Full vaccination",274363,67.7773606499419
"1283",2022-01-15,140,186096,"Full vaccination",274363,67.8283879386069
"1284",2022-01-16,158,186254,"Full vaccination",274363,67.8859758786717
"1285",2022-01-17,57,186311,"Full vaccination",274363,67.906751274771
"1286",2022-01-18,67,186378,"Full vaccination",274363,67.9311714772035
"1287",2022-01-19,57,186435,"Full vaccination",274363,67.9519468733029
"1288",2022-01-20,52,186487,"Full vaccination",274363,67.9708998662356
"1289",2022-01-21,54,186541,"Full vaccination",274363,67.990581820435
"1290",2022-01-22,97,186638,"Full vaccination",274363,68.0259364418672
"1291",2022-01-23,107,186745,"Full vaccination",274363,68.0649358696326
"1292",2022-01-24,46,186791,"Full vaccination",274363,68.0817019787654
"1293",2022-01-25,34,186825,"Full vaccination",274363,68.0940943202983
"1294",2022-01-26,38,186863,"Full vaccination",274363,68.1079445843645
"1295",2022-01-27,35,186898,"Full vaccination",274363,68.1207014065308
"1296",2022-01-28,27,186925,"Full vaccination",274363,68.1305423836304
"1297",2022-01-29,61,186986,"Full vaccination",274363,68.1527757022631
"1298",2022-01-30,35,187021,"Full vaccination",274363,68.1655325244293
"1299",2022-01-31,0,187021,"Full vaccination",274363,68.1655325244293
"1300",2022-02-01,0,187021,"Full vaccination",274363,68.1655325244293
"1301",2022-02-02,0,187021,"Full vaccination",274363,68.1655325244293
"1302",2022-02-03,3,187024,"Full vaccination",274363,68.1666259663293
"1303",2022-02-04,2,187026,"Full vaccination",274363,68.1673549275959
"1304",2022-02-05,15,187041,"Full vaccination",274363,68.1728221370957
"1305",2022-02-06,20,187061,"Full vaccination",274363,68.1801117497622
"1306",2022-02-07,13,187074,"Full vaccination",274363,68.1848499979954
"1307",2022-02-08,29,187103,"Full vaccination",274363,68.1954199363617
"1308",2022-02-09,19,187122,"Full vaccination",274363,68.2023450683948
"1309",2022-02-10,17,187139,"Full vaccination",274363,68.2085412391613
"1310",2022-02-11,33,187172,"Full vaccination",274363,68.2205691000609
"1311",2022-02-12,69,187241,"Full vaccination",274363,68.2457182637601
"1312",2022-02-13,46,187287,"Full vaccination",274363,68.2624843728929
"1313",2022-02-14,27,187314,"Full vaccination",274363,68.2723253499925
